model,provider,reasoning,K,item_id,grid_id,qtype,target_prompt,gold,raw,parsed,correct,input_tokens,output_tokens,cached,error
gpt-4.1-mini,openai,direct,2,27,175a7dec63,COUNT,How many cells contain the token 'G'?,1,1,1,1,196,1,0,
gpt-4.1-mini,openai,direct,2,28,5cddaf0243,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,206,1,0,
gpt-4.1-mini,openai,direct,2,29,115af5bc04,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 3?",.,.,.,1,204,1,0,
gpt-4.1-mini,openai,direct,2,30,5ad4315802,POINT,"What token is at row 6, column 6?",.,.,.,1,199,1,0,
gpt-4.1-mini,openai,direct,2,31,c13bd501d3,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(0, 3)","(0, 3)","(0, 3)",1,206,6,0,
gpt-4.1-mini,openai,direct,2,32,222672fc08,COUNT,How many cells contain the token 'Y'?,2,3,3,0,196,1,0,
gpt-4.1-mini,openai,direct,2,33,7264689549,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,205,1,0,
gpt-4.1-mini,openai,direct,2,34,d57530f694,NEIGHBOR,"What token is directly to the right of the cell at row 6, column 2?",.,.,.,1,205,1,0,
gpt-4.1-mini,openai,direct,2,35,57293f4c1c,POINT,"What token is at row 5, column 5?",G,G,G,1,200,1,0,
gpt-4.1-mini,openai,direct,2,36,c88b857b9c,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 6)","(2, 6)","(2, 6)",1,206,6,0,
gpt-4.1-mini,openai,direct,2,37,4f05c53b62,COUNT,How many cells contain the token 'R'?,2,2,2,1,195,1,0,
gpt-4.1-mini,openai,direct,2,38,a40a99676c,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,205,1,0,
gpt-4.1-mini,openai,direct,2,39,e11dcead83,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 5?",.,.,.,1,204,1,0,
gpt-4.1-mini,openai,direct,2,40,c34677f4ea,POINT,"What token is at row 6, column 0?",.,.,.,1,197,1,0,
gpt-4.1-mini,openai,direct,2,41,9e535ebec1,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 5)","(2, 5)","(2, 5)",1,206,6,0,
gpt-4.1-mini,openai,direct,2,42,3f0ad3a6e9,COUNT,How many cells contain the token 'G'?,4,4,4,1,196,1,0,
gpt-4.1-mini,openai,direct,2,43,cba5e4b6d3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,205,1,0,
gpt-4.1-mini,openai,direct,2,44,7529375870,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 3?",B,B,B,1,204,1,0,
gpt-4.1-mini,openai,direct,2,45,ae68dbd9e6,POINT,"What token is at row 1, column 5?",.,.,.,1,197,1,0,
gpt-4.1-mini,openai,direct,2,46,f0cfdad1ab,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 4)","(3, 4)","(3, 4)",1,204,6,0,
gpt-4.1-mini,openai,direct,2,47,7fc21214f8,COUNT,How many cells contain the token 'B'?,2,3,3,0,195,1,0,
gpt-4.1-mini,openai,direct,2,48,eeae844cf3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,0,0,1,205,1,0,
gpt-4.1-mini,openai,direct,2,49,983d701ffa,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,.,.,1,204,1,0,
gpt-4.1-mini,openai,direct,2,50,6c9a444c33,POINT,"What token is at row 3, column 6?",R,R,R,1,200,1,0,
gpt-4.1-mini,openai,direct,2,51,57c86340d3,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 3)","(3, 3)","(3, 3)",1,204,6,0,
gpt-4.1-mini,openai,direct,2,52,a672661cdd,COUNT,How many cells contain the token 'Y'?,1,1,1,1,195,1,0,
gpt-4.1-mini,openai,direct,2,53,f40fdcb476,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,205,1,0,
gpt-4.1-mini,openai,direct,2,54,4b9e9476ef,NEIGHBOR,"What token is directly to the right of the cell at row 5, column 1?",.,.,.,1,207,1,0,
gpt-4.1-mini,openai,direct,2,55,299032a203,POINT,"What token is at row 1, column 6?",.,.,.,1,197,1,0,
gpt-4.1-mini,openai,direct,2,56,3fde1b02bc,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(5, 5)","(5, 5)","(5, 5)",1,208,6,0,
gpt-4.1-mini,openai,direct,2,57,29d042c339,COUNT,How many cells contain the token 'B'?,1,2,2,0,198,1,0,
gpt-4.1-mini,openai,direct,2,58,41a9d2abd2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",3,3,3,1,205,1,0,
gpt-4.1-mini,openai,direct,2,59,852a0b2a4c,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 1?",.,.,.,1,204,1,0,
gpt-4.1-mini,openai,direct,2,60,8eb05f9312,POINT,"What token is at row 5, column 0?",.,.,.,1,202,1,0,
gpt-4.1-mini,openai,direct,2,61,5a5b6164c0,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,208,6,0,
gpt-4.1-mini,openai,direct,2,62,04ed97a3a5,COUNT,How many cells contain the token 'G'?,1,3,3,0,195,1,0,
gpt-4.1-mini,openai,direct,2,63,bf86fef313,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,208,1,0,
gpt-4.1-mini,openai,direct,2,64,07851af84c,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,.,.,1,205,1,0,
gpt-4.1-mini,openai,direct,2,65,71abd88b3b,POINT,"What token is at row 1, column 4?",.,.,.,1,197,1,0,
gpt-4.1-mini,openai,direct,2,66,fc8dbd5753,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,204,6,0,
gpt-4.1-mini,openai,direct,2,67,1788dd0c34,COUNT,How many cells contain the token 'G'?,2,3,3,0,195,1,0,
gpt-4.1-mini,openai,direct,2,68,f341fb86d4,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,205,1,0,
gpt-4.1-mini,openai,direct,2,69,e11f2694d1,NEIGHBOR,"What token is directly to the right of the cell at row 4, column 0?",.,.,.,1,207,1,0,
gpt-4.1-mini,openai,direct,2,70,30ac42e2d2,POINT,"What token is at row 6, column 5?",.,.,.,1,198,1,0,
gpt-4.1-mini,openai,direct,2,71,168236d972,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(5, 2)","(5, 2)","(5, 2)",1,205,6,0,
gpt-4.1-mini,openai,direct,2,72,f4f7224855,COUNT,How many cells contain the token 'R'?,2,3,3,0,198,1,0,
gpt-4.1-mini,openai,direct,2,73,6b9c0baacf,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,0,0,1,205,1,0,
gpt-4.1-mini,openai,direct,2,74,a72a5a4fa1,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,204,1,0,
gpt-4.1-mini,openai,direct,2,75,147a779eea,POINT,"What token is at row 2, column 6?",.,.,.,1,197,1,0,
gpt-4.1-mini,openai,direct,2,76,a74534895b,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(3, 0)","(3, 0)","(3, 0)",1,205,6,0,
gpt-4.1-mini,openai,direct,2,77,fa5ee049ed,COUNT,How many cells contain the token 'B'?,2,3,3,0,195,1,0,
gpt-4.1-mini,openai,direct,2,78,ac03bd6ff1,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,206,1,0,
gpt-4.1-mini,openai,direct,2,79,59f8f0470f,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 2?",.,.,.,1,205,1,0,
gpt-4.1-mini,openai,direct,4,0,e688ab5dc5,POINT,"What token is at row 5, column 0?",Y,Y,Y,1,242,1,1,
gpt-4.1-mini,openai,direct,4,1,6cd6465903,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,248,6,1,
gpt-4.1-mini,openai,direct,4,2,94438ecc09,COUNT,How many cells contain the token 'Y'?,4,5,5,0,240,1,1,
gpt-4.1-mini,openai,direct,4,3,18298117c2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,222,1,0,
gpt-4.1-mini,openai,direct,4,4,6c80328453,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,5,cd5f369e50,POINT,"What token is at row 3, column 5?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,6,846f3da6d0,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 2)","(1, 2)","(1, 2)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,7,53097a9144,COUNT,How many cells contain the token 'B'?,3,4,4,0,239,1,0,
gpt-4.1-mini,openai,direct,4,8,2d0e045d8d,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,223,1,0,
gpt-4.1-mini,openai,direct,4,9,20557c8359,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",B,B,B,1,248,1,0,
gpt-4.1-mini,openai,direct,4,10,4d00b0c48a,POINT,"What token is at row 0, column 0?",.,.,.,1,242,1,0,
gpt-4.1-mini,openai,direct,4,11,e21ba504f7,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,252,6,0,
gpt-4.1-mini,openai,direct,4,12,4c57774168,COUNT,How many cells contain the token 'B'?,1,1,1,1,239,1,0,
gpt-4.1-mini,openai,direct,4,13,a7b865f7a7,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,222,1,0,
gpt-4.1-mini,openai,direct,4,14,755b28b658,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 1?",.,.,.,1,249,1,0,
gpt-4.1-mini,openai,direct,4,15,892d63ec1d,POINT,"What token is at row 6, column 5?",G,G,G,1,242,1,0,
gpt-4.1-mini,openai,direct,4,16,21108a3e6b,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 1)","(1, 1)","(1, 1)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,17,0462f8fe2d,COUNT,How many cells contain the token 'R'?,3,4,4,0,239,1,0,
gpt-4.1-mini,openai,direct,4,18,5dcfa1586a,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,222,1,0,
gpt-4.1-mini,openai,direct,4,19,8271e98d8f,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,20,4675f31b4f,POINT,"What token is at row 5, column 3?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,21,d88fe42d7b,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(4, 2)","(4, 2)","(4, 2)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,22,2c8d39515e,COUNT,How many cells contain the token 'R'?,3,4,4,0,239,1,0,
gpt-4.1-mini,openai,direct,4,23,dca8a9aa3c,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,0,0,0,227,1,0,
gpt-4.1-mini,openai,direct,4,24,b03471cca9,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 1?",.,.,.,1,250,1,0,
gpt-4.1-mini,openai,direct,4,25,0274efda4f,POINT,"What token is at row 2, column 2?",Y,Y,Y,1,241,1,0,
gpt-4.1-mini,openai,direct,4,26,7f578e27c6,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 2)","(2, 2)","(2, 2)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,27,175a7dec63,COUNT,How many cells contain the token 'G'?,1,1,1,1,240,1,0,
gpt-4.1-mini,openai,direct,4,28,5cddaf0243,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,223,1,0,
gpt-4.1-mini,openai,direct,4,29,115af5bc04,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 3?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,30,5ad4315802,POINT,"What token is at row 6, column 6?",.,.,.,1,243,1,0,
gpt-4.1-mini,openai,direct,4,31,c13bd501d3,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(0, 3)","(0, 3)","(0, 3)",1,250,6,0,
gpt-4.1-mini,openai,direct,4,32,222672fc08,COUNT,How many cells contain the token 'Y'?,2,3,3,0,240,1,0,
gpt-4.1-mini,openai,direct,4,33,7264689549,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,222,1,0,
gpt-4.1-mini,openai,direct,4,34,d57530f694,NEIGHBOR,"What token is directly to the right of the cell at row 6, column 2?",.,.,.,1,249,1,0,
gpt-4.1-mini,openai,direct,4,35,57293f4c1c,POINT,"What token is at row 5, column 5?",G,G,G,1,244,1,0,
gpt-4.1-mini,openai,direct,4,36,c88b857b9c,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 6)","(2, 6)","(2, 6)",1,250,6,0,
gpt-4.1-mini,openai,direct,4,37,4f05c53b62,COUNT,How many cells contain the token 'R'?,2,2,2,1,239,1,0,
gpt-4.1-mini,openai,direct,4,38,a40a99676c,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,222,1,0,
gpt-4.1-mini,openai,direct,4,39,e11dcead83,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 5?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,40,c34677f4ea,POINT,"What token is at row 6, column 0?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,41,9e535ebec1,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(2, 5)","(2, 5)","(2, 5)",1,250,6,0,
gpt-4.1-mini,openai,direct,4,42,3f0ad3a6e9,COUNT,How many cells contain the token 'G'?,4,4,4,1,240,1,0,
gpt-4.1-mini,openai,direct,4,43,cba5e4b6d3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,222,1,0,
gpt-4.1-mini,openai,direct,4,44,7529375870,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 3?",B,B,B,1,248,1,0,
gpt-4.1-mini,openai,direct,4,45,ae68dbd9e6,POINT,"What token is at row 1, column 5?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,46,f0cfdad1ab,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 4)","3,4","(3, 4)",1,248,3,0,
gpt-4.1-mini,openai,direct,4,47,7fc21214f8,COUNT,How many cells contain the token 'B'?,2,3,3,0,239,1,0,
gpt-4.1-mini,openai,direct,4,48,eeae844cf3,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,0,0,1,222,1,0,
gpt-4.1-mini,openai,direct,4,49,983d701ffa,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,B,B,0,248,1,0,
gpt-4.1-mini,openai,direct,4,50,6c9a444c33,POINT,"What token is at row 3, column 6?",R,R,R,1,244,1,0,
gpt-4.1-mini,openai,direct,4,51,57c86340d3,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(3, 3)","(3, 3)","(3, 3)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,52,a672661cdd,COUNT,How many cells contain the token 'Y'?,1,1,1,1,239,1,0,
gpt-4.1-mini,openai,direct,4,53,f40fdcb476,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,222,1,0,
gpt-4.1-mini,openai,direct,4,54,4b9e9476ef,NEIGHBOR,"What token is directly to the right of the cell at row 5, column 1?",.,.,.,1,251,1,0,
gpt-4.1-mini,openai,direct,4,55,299032a203,POINT,"What token is at row 1, column 6?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,56,3fde1b02bc,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(5, 5)","(5, 5)","(5, 5)",1,252,6,0,
gpt-4.1-mini,openai,direct,4,57,29d042c339,COUNT,How many cells contain the token 'B'?,1,2,2,0,242,1,0,
gpt-4.1-mini,openai,direct,4,58,41a9d2abd2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",3,3,3,1,222,1,0,
gpt-4.1-mini,openai,direct,4,59,852a0b2a4c,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 1?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,60,8eb05f9312,POINT,"What token is at row 5, column 0?",.,.,.,1,246,1,0,
gpt-4.1-mini,openai,direct,4,61,5a5b6164c0,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,252,6,0,
gpt-4.1-mini,openai,direct,4,62,04ed97a3a5,COUNT,How many cells contain the token 'G'?,1,2,2,0,239,1,0,
gpt-4.1-mini,openai,direct,4,63,bf86fef313,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,225,1,0,
gpt-4.1-mini,openai,direct,4,64,07851af84c,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 0?",.,.,.,1,249,1,0,
gpt-4.1-mini,openai,direct,4,65,71abd88b3b,POINT,"What token is at row 1, column 4?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,66,fc8dbd5753,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,248,6,0,
gpt-4.1-mini,openai,direct,4,67,1788dd0c34,COUNT,How many cells contain the token 'G'?,2,3,3,0,239,1,0,
gpt-4.1-mini,openai,direct,4,68,f341fb86d4,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,222,1,0,
gpt-4.1-mini,openai,direct,4,69,e11f2694d1,NEIGHBOR,"What token is directly to the right of the cell at row 4, column 0?",.,.,.,1,251,1,0,
gpt-4.1-mini,openai,direct,4,70,30ac42e2d2,POINT,"What token is at row 6, column 5?",.,.,.,1,242,1,0,
gpt-4.1-mini,openai,direct,4,71,168236d972,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(5, 2)","(5, 2)","(5, 2)",1,249,6,0,
gpt-4.1-mini,openai,direct,4,72,f4f7224855,COUNT,How many cells contain the token 'R'?,2,2,2,1,242,1,0,
gpt-4.1-mini,openai,direct,4,73,6b9c0baacf,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",0,0,0,1,222,1,0,
gpt-4.1-mini,openai,direct,4,74,a72a5a4fa1,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,248,1,0,
gpt-4.1-mini,openai,direct,4,75,147a779eea,POINT,"What token is at row 2, column 6?",.,.,.,1,241,1,0,
gpt-4.1-mini,openai,direct,4,76,a74534895b,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(3, 0)","3, 0","(3, 0)",1,249,4,0,
gpt-4.1-mini,openai,direct,4,77,fa5ee049ed,COUNT,How many cells contain the token 'B'?,2,3,3,0,239,1,0,
gpt-4.1-mini,openai,direct,4,78,ac03bd6ff1,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,223,1,0,
gpt-4.1-mini,openai,direct,4,79,59f8f0470f,NEIGHBOR,"What token is directly to the right of the cell at row 2, column 2?",.,.,.,1,249,1,0,
gpt-4.1-mini,openai,direct,8,0,e688ab5dc5,POINT,"What token is at row 5, column 0?",Y,Y,Y,1,329,1,1,
gpt-4.1-mini,openai,direct,8,1,6cd6465903,LOOKUP,"What is the (row, column) of the first 'G' in row-major order?","(1, 0)","(1, 0)","(1, 0)",1,335,6,1,
gpt-4.1-mini,openai,direct,8,2,94438ecc09,COUNT,How many cells contain the token 'Y'?,4,5,5,0,328,1,1,
gpt-4.1-mini,openai,direct,8,3,18298117c2,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",1,1,1,1,222,1,1,
gpt-4.1-mini,openai,direct,8,4,6c80328453,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",.,.,.,1,336,1,0,
gpt-4.1-mini,openai,direct,8,5,cd5f369e50,POINT,"What token is at row 3, column 5?",.,.,.,1,330,1,0,
gpt-4.1-mini,openai,direct,8,6,846f3da6d0,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 2)","(1, 2)","(1, 2)",1,336,6,0,
gpt-4.1-mini,openai,direct,8,7,53097a9144,COUNT,How many cells contain the token 'B'?,3,4,4,0,326,1,0,
gpt-4.1-mini,openai,direct,8,8,2d0e045d8d,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,223,1,1,
gpt-4.1-mini,openai,direct,8,9,20557c8359,NEIGHBOR,"What token is directly to the right of the cell at row 1, column 3?",B,B,B,1,335,1,0,
gpt-4.1-mini,openai,direct,8,10,4d00b0c48a,POINT,"What token is at row 0, column 0?",.,.,.,1,330,1,0,
gpt-4.1-mini,openai,direct,8,11,e21ba504f7,LOOKUP,"What is the (row, column) of the first 'Y' in row-major order?","(3, 6)","(3, 6)","(3, 6)",1,340,6,0,
gpt-4.1-mini,openai,direct,8,12,4c57774168,COUNT,How many cells contain the token 'B'?,1,1,1,1,326,1,0,
gpt-4.1-mini,openai,direct,8,13,a7b865f7a7,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",4,4,4,1,222,1,1,
gpt-4.1-mini,openai,direct,8,14,755b28b658,NEIGHBOR,"What token is directly to the right of the cell at row 3, column 1?",.,.,.,1,337,1,0,
gpt-4.1-mini,openai,direct,8,15,892d63ec1d,POINT,"What token is at row 6, column 5?",G,G,G,1,329,1,0,
gpt-4.1-mini,openai,direct,8,16,21108a3e6b,LOOKUP,"What is the (row, column) of the first 'B' in row-major order?","(1, 1)","(1, 1)","(1, 1)",1,335,6,0,
gpt-4.1-mini,openai,direct,8,17,0462f8fe2d,COUNT,How many cells contain the token 'R'?,3,3,3,1,326,1,0,
gpt-4.1-mini,openai,direct,8,18,5dcfa1586a,ROWMAX,"Which row index has the most non-empty cells? (If tied, give the smallest row index.)",2,2,2,1,222,1,1,
gpt-4.1-mini,openai,direct,8,19,8271e98d8f,NEIGHBOR,"What token is directly to the right of the cell at row 0, column 4?",.,.,.,1,335,1,0,
gpt-4.1-mini,openai,direct,8,20,4675f31b4f,POINT,"What token is at row 5, column 3?",.,.,.,1,329,1,0,
gpt-4.1-mini,openai,direct,8,21,d88fe42d7b,LOOKUP,"What is the (row, column) of the first 'R' in row-major order?","(4, 2)","(4, 2)","(4, 2)",1,336,6,0,
